data,category,name
80033643,Action,Jack Reacher 
80033643,Action,Jack Reacher 
80021740,Adventure,Goosebumps 
80021740,Adventure,Goosebumps 
80014842,Drama,Dear John 
80000000,Drama,Footloose 
80000000,Drama,Footloose 
79948113,Drama,Knowing 
79900000,Biography,Coal Miner's Daughter 
79883359,Drama,War Horse 
79817937,Action,The Golden Child 
79711678,Comedy,Dark Shadows 
79568000,Sci-Fi,WarGames 
79566871,Comedy,Hannah Montana: The Movie 
79363785,Drama,The Day the Earth Stood Still 
79363785,Drama,The Day the Earth Stood Still 
79100000,Crime,Cape Fear 
78900000,Action,Star Trek II: The Wrath of Khan 
78900000,Horror,Alien 
78845130,Action,The Purge: Election Year 
78800000,Drama,Apocalypse Now 
78747585,Action,Pixels 
78745923,Drama,City of Angels 
78656813,Action,Teenage Mutant Ninja Turtles II: The Secret of the Ooze 
78651430,Drama,The English Patient 
78616689,Adventure,A.I. Artificial Intelligence 
78120196,Action,We Were Soldiers 
78031620,Drama,The Monuments Men 
78009155,Action,Tower Heist 
77862546,Action,Man on Fire 
77679638,Crime,Gangs of New York 
77564037,Action,The Adventures of Tintin 
77413017,Documentary,March of the Penguins 
77324422,Drama,Philadelphia 
77264926,Comedy,Parental Guidance 
77222184,Adventure,Where the Wild Things Are 
77086030,Action,U-571
77032279,Comedy,The Terminal 
76846624,Adventure,Alice Through the Looking Glass 
76806312,Comedy,27 Dresses
76657000,Adventure,The Muppet Movie 
76600000,Fantasy,Poltergeist 
76600000,Fantasy,Poltergeist 
76501438,Adventure,Rugrats in Paris: The Movie 
76418654,Action,Knight and Day 
76400000,Action,Star Trek III: The Search for Spock 
76400000,Animation,Fantasia 
76270454,Crime,The Untouchables 
76261036,Crime,Training Day 
76137505,Animation,Paddington 
76081498,Action,Conspiracy Theory 
75888270,Horror,The Ring Two 
75817994,Comedy,The Haunted Mansion 
75764085,Comedy,The Family Man 
75754670,Action,Hellboy II: The Golden Army 
75668868,Action,Star Trek: Generations 
75638743,Drama,Contagion 
75621915,Comedy,We Bought a Zoo 
75605492,Biography,Moneyball 
75604320,Comedy,"You, Me and Dupree "
75600000,Biography,Braveheart 
75597042,Drama,The Rookie 
75590286,Adventure,Zombieland 
75573300,Action,2 Guns
75530832,Drama,Any Given Sunday 
75370763,Drama,The Horse Whisperer 
75367693,Animation,Garfield 
75305995,Biography,Ray 
75280058,Animation,Coraline 
75274748,Comedy,The Intern 
75074950,Comedy,Barbershop 
75072454,Drama,The Exorcism of Emily Rose 
75030163,Action,Eragon 
74888996,Action,Star Trek VI: The Undiscovered Country 
74787599,Drama,The Prince of Tides 
74608545,Comedy,Old School 
74540762,Action,Ladder 49
74484168,Action,Four Brothers 
74329966,Action,Six Days Seven Nights 
74273505,Crime,No Country for Old Men 
74158157,Comedy,Jack and Jill 
74098862,Crime,Sin City 
74058698,Crime,Along Came a Spider 
73820094,Adventure,Hugo 
73701902,Comedy,Christmas with the Kranks 
73661010,Animation,Monster House 
73648142,Action,Deep Blue Sea 
73343413,Crime,Law Abiding Citizen 
73326666,Comedy,Beetlejuice 
73215310,Adventure,Spirit: Stallion of the Cimarron 
73209340,Action,Hollow Man 
73103784,Action,White House Down 
73058679,Action,John Carter 
73023275,Comedy,Hotel for Dogs 
73000942,Documentary,Justin Bieber: Never Say Never 
72980108,Comedy,Dinner for Schmucks 
72755517,Action,Jackass Number Two 
72660029,Action,Hercules 
72660029,Action,Hercules 
72601713,Animation,Barnyard 
72515360,Crime,The Interpreter 
72455275,Action,The Last of the Mohicans 
72306065,Drama,Bridge of Spies 
72279690,Drama,Dolphin Tale 
72266306,Crime,Vantage Point 
72219395,Horror,I Know What You Did Last Summer 
72217000,Comedy,Ace Ventura: Pet Detective 
72077000,Comedy,Get Shorty 
72000000,Drama,My Fair Lady 
71975611,Fantasy,1408
71897215,Drama,10 Cloverfield Lane
71844424,Documentary,This Is It 
71588220,Fantasy,Mama 
71519230,Action,The Purge: Anarchy 
71502303,Adventure,Sideways 
71500556,Comedy,Bridget Jones's Diary 
71423726,Adventure,Galaxy Quest 
71347010,Comedy,"I Love You, Man "
71346930,Drama,Safe Haven 
71309760,Drama,Chocolat 
71277420,Comedy,Scary Movie 2
71148699,Adventure,The Spiderwick Chronicles 
71069884,Crime,The Score 
71038190,Action,Paul Blart: Mall Cop 2
71026631,Crime,John Q 
71017784,Adventure,The Smurfs 2
70960517,Drama,The Bridges of Madison County 
70906973,Comedy,Groundhog Day 
70836296,Comedy,Shallow Hal 
70625986,Comedy,No Strings Attached 
70496802,Action,V for Vendetta 
70492685,Comedy,The Best Man Holiday 
70450000,Action,Broken Arrow 
70405498,Drama,JFK 
70360285,Action,Mortal Kombat 
70327868,Action,Shaft 
70269171,Drama,Rocky Balboa 
70236496,Drama,World Trade Center 
70235322,Biography,The Big Short 
70224196,Action,Fool's Gold 
70163652,Comedy,Big Momma's House 2
70117571,Action,Star Trek: Insurrection 
70100000,Comedy,Boomerang 
70098138,Action,Kill Bill: Vol. 1
70083519,Adventure,The Golden Compass 
70011073,Action,Act of Valor 
70001698,Biography,Born on the Fourth of July 
70001065,Action,Blade 
69951824,Drama,Seven Pounds 
69800000,Comedy,Private Benjamin 
69800000,Comedy,Splash 
69772969,Action,Swordfish 
69700000,Comedy,The Best Little Whorehouse in Texas 
69688384,Comedy,The Kid 
69586544,Drama,Divine Secrets of the Ya-Ya Sisterhood 
69304264,Crime,The Thomas Crown Affair 
69148997,Comedy,White Chicks 
69102910,Action,Lost in Space 
68856263,Adventure,Cool Runnings 
68750000,Action,Executive Decision 
68642452,Action,Sahara 
68558662,Adventure,Percy Jackson: Sea of Monsters 
68525609,Comedy,Road Trip 
68473360,Action,Vertical Limit 
68353550,Comedy,Bring It On 
68218041,Comedy,Mr. Popper's Penguins 
68208190,Action,Blue Streak 
67962333,Comedy,Guess Who 
67900000,Action,Octopussy 
67823573,Action,Outbreak 
67631157,Action,The Tourist 
67631157,Action,The Tourist 
67523385,Comedy,This Is 40
67344392,Action,A Good Day to Die Hard 
67325559,Adventure,Holes 
67286731,Action,Hidalgo 
67266300,Comedy,Role Models 
67263182,Drama,Insomnia 
67253092,Drama,Coach Carter 
67155742,Action,Dante's Peak 
67128202,Action,Race to Witch Mountain 
67061228,Action,The Bounty Hunter 
66950483,Comedy,"Alexander and the Terrible, Horrible, No Good, Very Bad Day "
66941559,Adventure,102 Dalmatians
66862068,Action,End of Days 
66808615,Adventure,The Mexican 
66790248,Drama,Changing Lanes 
66734992,Action,Kangaroo Jack 
66676062,Crime,The Godfather: Part III 
66636385,Biography,Charlie Wilson's War 
66600000,Comedy,Babe 
66528842,Drama,Legends of the Fall 
66489425,Action,Contraband 
66488090,Crime,The Bone Collector 
66468315,Action,Looper 
66466372,Horror,The Final Destination 
66462600,Action,The League of Extraordinary Gentlemen 
66365290,Comedy,Bowfinger 
66359959,Comedy,Warm Bodies 
66257002,Adventure,Big Fish 
66207920,Action,Kill Bill: Vol. 2
66009973,Comedy,Magic Mike XXL 
66002193,Action,Allegiant 
66002004,Adventure,Herbie Fully Loaded 
65948711,Drama,The Manchurian Candidate 
65807024,Action,Bad Boys 
65703412,Comedy,Ever After: A Cinderella Story 
65653758,Action,Lara Croft Tomb Raider: The Cradle of Life 
65623128,Comedy,Madea's Witness Protection 
65557989,Action,Anaconda 
65535067,Comedy,Deuce Bigalow: Male Gigolo 
65500000,Crime,Witness 
65452312,Action,The Taking of Pelham 1 2 3
65269010,Crime,Step Up 
65182182,Comedy,Think Like a Man Too 
65173160,Action,Battleship 
65171860,Adventure,Jack the Giant Slayer 
65069140,Horror,The Visit 
65012000,Drama,Wolf 
65010106,Comedy,About Schmidt 
65007045,Action,Exodus: Gods and Kings 
65007045,Action,Exodus: Gods and Kings 
65000000,Comedy,The American President 
64998368,Comedy,Pitch Perfect 
64955956,Comedy,Barbershop 2: Back in Business
64933670,Adventure,Mirror Mirror 
64736114,Adventure,Stuart Little 2
64685359,Action,Now You See Me 2
64604977,Crime,L.A. Confidential 
64572496,Drama,Chronicle 
64505912,Sci-Fi,The Happening 
64459316,Adventure,Flushed Away 
64423650,Horror,The Purge 
64371181,Biography,Miracle 
64267897,Comedy,Jackass: The Movie 
64255243,Drama,The Amityville Horror 
64238770,Adventure,The Nut Job 
64172251,Comedy,Down to Earth 
64149837,Comedy,17 Again
64001297,Comedy,Diary of a Wimpy Kid 
63992328,Animation,Happy Feet 2
63939454,Adventure,Sky High 
63910583,Comedy,Last Vegas 
63826569,Comedy,In & Out 
63695760,Drama,Mona Lisa Smile 
63600000,Action,Thunderball 
63540020,Action,The Fifth Element 
63536011,Comedy,Hope Springs 
63411478,Drama,The Time Traveler's Wife 
63408614,Action,Tango & Cash 
63319509,Comedy,She's All That 
63270259,Horror,Saw IV 
63231524,Comedy,Madea's Family Reunion 
63224849,Comedy,The Holiday 
63143812,Action,The Sorcerer's Apprentice 
63071133,Adventure,Beavis and Butt-Head Do America 
63034755,Comedy,The Boss 
62933793,Drama,The Last Song 
62877175,Comedy,Forgetting Sarah Marshall 
62700000,Action,Moonraker 
62647540,Action,Jarhead 
62563543,Biography,Black Mass 
62549000,Crime,The Crying Game 
62494975,Action,The Fast and the Furious: Tokyo Drift 
62453315,Romance,The Adjustment Bureau 
62401264,Action,London Has Fallen 
62321039,Action,Underworld: Awakening 
62318875,Action,Underworld: Evolution 
62300000,Action,For Your Eyes Only 
61937495,Drama,The Wolfman 
61693523,Drama,Miracles from Heaven 
61656849,Action,Ender's Game 
61644321,Biography,Cinderella Man 
61490000,Drama,Flatliners 
61400000,Adventure,National Lampoon's Vacation 
61356221,Drama,Stomp the Yard 
61355436,Action,The Saint 
61280963,Horror,The Cell 
61112916,Comedy,The Shaggy Dog 
61094903,Action,Unknown 
61094903,Action,Unknown 
60984028,Drama,The Devil's Advocate 
60962878,Crime,Prisoners 
60923325,Comedy,Get Him to the Greek 
60874615,Adventure,Mission to Mars 
60786269,Comedy,Coyote Ugly 
60655503,Action,Poseidon 
60652036,Action,Three Kings 
60573641,Comedy,Jingle All the Way 
60522097,Action,After Earth 
60507228,Animation,Fantasia 2000
60491560,Crime,Kiss the Girls 
60470220,Action,Shanghai Knights 
60443237,Drama,The Lucky One 
60400856,Comedy,The Wedding Planner 
60338891,Comedy,Burn After Reading 
60328558,Comedy,Scrooged 
60269340,Comedy,Baby Mama 
60154431,Comedy,The Cable Guy 
60128566,Action,Resident Evil: Afterlife 
60072596,Comedy,Why Did I Get Married Too? 
60057639,Comedy,Bad Santa 
60054449,Action,Species 
60033780,Drama,Hope Floats 
60008303,Adventure,Snow Day 
60000000,Action,Superman III 
59992760,Comedy,Brüno 
59889948,Comedy,Little Miss Sunshine 
59847242,Comedy,My Girl 
59735548,Action,Predator 
59699513,Biography,Secretariat 
59696176,Biography,Son of God 
59617068,Comedy,The Dictator 
59588068,Horror,Gothika 
59573085,Comedy,My Big Fat Greek Wedding 2
59475623,Comedy,The Stepford Wives 
59365105,Comedy,Love Actually 
59073773,Adventure,The Grand Budapest Hotel 
59068786,Action,Behind Enemy Lines 
59035104,Action,Hellboy 
58918501,Action,Courage Under Fire 
58885635,Action,Dawn of the Dead 
58885635,Action,Dawn of the Dead 
58879132,Adventure,Vacation 
58867694,Animation,Surf's Up 
58800000,Biography,Chariots of Fire 
58715510,Comedy,Bride Wars 
58700247,Drama,Water for Elephants 
58607007,Action,RoboCop 
58607007,Action,RoboCop 
58571513,Crime,Sea of Love 
58422650,Comedy,Death Becomes Her 
58401464,Comedy,Easy A 
58336565,Adventure,Curious George 
58328680,Drama,Open Range 
58297830,Adventure,Anastasia 
58255287,Comedy,Littleman 
58229120,Adventure,The Secret Life of Walter Mitty 
58220776,Comedy,Bicentennial Man 
58183966,Biography,Ali 
58156435,Adventure,Without a Paddle 
58006147,Drama,Step Up 2: The Streets
57981889,Crime,The Lincoln Lawyer 
57887882,Comedy,Shall We Dance 
57859105,Mystery,Red Eye 
57750000,Biography,Cleopatra 
57744720,Action,Takers 
57651794,Comedy,The Benchwarmers 
57637485,Action,The Chronicles of Riddick 
57504069,Crime,Boyz n the Hood 
57469179,Fantasy,Pet Sematary 
57386369,Drama,Moulin Rouge! 
57366262,Adventure,Blood Diamond 
57362581,Action,The Specialist 
57300000,Crime,The Godfather: Part II 
57262492,Comedy,The Whole Nine Yards 
57176582,Comedy,Next Friday 
57011847,Adventure,Escape from Planet Earth 
57010853,Drama,Memoirs of a Geisha 
56932305,Action,Shanghai Noon 
56876365,Action,The Man in the Iron Mask 
56816662,Comedy,Midnight in Paris 
56729973,Horror,Saw V 
56724080,Comedy,American Reunion 
56715371,Adventure,2001: A Space Odyssey
56702901,Drama,A Civil Action 
56684819,Action,The Time Machine 
56667870,Biography,12 Years a Slave
56631572,Comedy,Clueless 
56607223,Adventure,Rat Race 
56536016,Horror,Lights Out 
56505065,Action,Tombstone 
56443482,Biography,Joy 
56437947,Biography,The Queen 
56398162,Comedy,Drumline 
56362352,Fantasy,Edward Scissorhands 
56154094,Drama,Me Before You 
56127162,Comedy,Just Married 
56114221,Action,Fantastic Four 
56114221,Action,Fantastic Four 
56083966,Action,A Knight's Tale 
56068547,Animation,The Curse of the Were-Rabbit 
56044241,Comedy,13 Going on 30
55994557,Adventure,ParaNorman 
55973336,Action,Romeo Must Die 
55942830,Action,Dracula Untold 
55865715,Drama,White Noise 
55845943,Action,Once Upon a Time in Mexico 
55808744,Comedy,Be Cool 
55802754,Comedy,Friends with Benefits 
55762229,Comedy,The Animal 
55747724,Adventure,Free Birds 
55682070,Action,Hansel & Gretel: Witch Hunters 
55673333,Action,Legend of the Guardians: The Owls of Ga'Hoole 
55637680,Drama,Eyes Wide Shut 
55585389,Crime,Snake Eyes 
55500000,Action,Never Say Never Again 
55473600,Action,Alien 3
55461307,Comedy,Bad Moms 
55461307,Comedy,Bad Moms 
55350897,Drama,What Dreams May Come 
55291815,Comedy,Neighbors 2: Sorority Rising
55210049,Action,Star Trek V: The Final Frontier 
55184721,Comedy,Why Did I Get Married? 
55153403,Horror,Saw 
55092830,Action,I Am Number Four 
54997476,Crime,Don't Say a Word 
54967359,Action,Spawn 
54910560,Action,The Jackal 
54800000,Drama,Ordinary People 
54758461,Action,This Means War 
54724272,Comedy,Project X 
54700065,Action,Starship Troopers 
54696902,Mystery,Source Code 
54557348,Crime,Crash 
54557348,Crime,Crash 
54540525,Comedy,New Year's Eve 
54414716,Comedy,Horrible Bosses 2
54322273,Drama,The Woman in Black 
54257433,Drama,The Shallows 
54239856,Horror,Evil Dead 
54235441,Comedy,The Hundred-Foot Journey 
54228104,Action,The Count of Monte Cristo 
54222000,Adventure,The Abyss 
54215416,Biography,La Bamba 
54200000,Action,The Blues Brothers 
54132596,Action,TMNT 
54116191,Crime,The Hateful Eight 
54098051,Horror,Final Destination 3
54000000,Drama,The Verdict 
53991137,Fantasy,Insidious 
53955614,Action,Small Soldiers 
53884821,Horror,Paranormal Activity 4
53868030,Comedy,Austin Powers: International Man of Mystery 
53854588,Comedy,Tin Cup 
53846915,Comedy,Focus 
53789313,Action,Paycheck 
53715611,Action,Rambo III 
53680848,Drama,P.S. I Love You 
53574088,Adventure,3:10 to Yuma
53337608,Animation,Corpse Bride 
53302314,Horror,Final Destination 
53300852,Crime,Sleepers 
53245055,Horror,The Devil Inside 
53215979,Action,RED 2
53146000,Crime,Eye for an Eye 
53133888,Comedy,Arachnophobia 
53082743,Drama,The Prestige 
53021560,Comedy,Letters to Juliet 
52937130,Biography,Blow 
52929168,Comedy,My Cousin Vinny 
52885587,Comedy,Varsity Blues 
52822418,Action,13 Hours
52799004,Drama,Message in a Bottle 
52792307,Adventure,The BFG 
52752475,Drama,Unfaithful 
52700832,Comedy,Four Weddings and a Funeral 
52691009,Comedy,Diary of a Wimpy Kid: Rodrick Rules 
52580895,Comedy,Kicking & Screaming 
52543632,Crime,No Good Deed 
52528330,Comedy,A Madea Christmas 
52474616,Drama,Wall Street: Money Never Sleeps 
52418902,Drama,Southpaw 
52397389,Action,Blade: Trinity 
52353636,Comedy,The Royal Tenenbaums 
52320979,Drama,The Lake House 
52293982,Drama,The Color of Money 
52287414,Adventure,Stand by Me 
52277485,Biography,Radio 
52200504,Fantasy,Insidious: Chapter 3
52066000,Biography,Selma 
52008288,Animation,South Park: Bigger Longer & Uncut 
52000688,Action,Predators 
51872378,Crime,The Call 
51853450,Comedy,The Odd Life of Timothy Green 
51814190,Comedy,Funny People 
51774002,Action,Ghost Rider: Spirit of Vengeance 
51768623,Drama,Finding Forrester 
51758599,Action,Exit Wounds 
51697449,Comedy,I Can Do Bad All by Myself 
51676606,Biography,Finding Neverland 
51600000,Biography,Amadeus 
51533608,Action,The Grey 
51527787,Horror,My Bloody Valentine 
51483949,Action,Underworld 
51475962,Mystery,Identity 
51432423,Comedy,Like Mike 
51431160,Comedy,A Cinderella Story 
51396781,Drama,Enemy at the Gates 
51317350,Action,DragonHeart 
51225796,Drama,The Phantom of the Opera 
51185897,Action,The Living Daylights 
51178893,Adventure,Muppets Most Wanted 
51109400,Comedy,Naked Gun 33 1/3: The Final Insult
51100000,Action,Goldfinger 
51097664,Drama,Hide and Seek 
51053787,Action,Hoodwinked! 
51045801,Drama,Up Close & Personal 
51019112,Adventure,The Hitchhiker's Guide to the Galaxy 
50921738,Drama,Atonement 
50859889,Action,Apocalypto 
50820940,Fantasy,Ouija 
50818750,Adventure,The Tale of Despereaux 
50815288,Drama,Syriana 
50815288,Drama,Syriana 
50807639,Adventure,The Boxtrolls 
50802661,Adventure,The Road to El Dorado 
50800000,Drama,A Bridge Too Far 
50752337,Comedy,The Mighty Ducks 
50740078,Action,Resident Evil: Apocalypse 
50728000,Action,The Net 
50693162,Action,The Crow 
50668906,Biography,The Hurricane 
50648679,Action,Resident Evil: Extinction 
50628009,Action,Mighty Joe Young 
50562555,Comedy,Music and Lyrics 
50549107,Action,Jack Ryan: Shadow Recruit 
50461335,Drama,If I Stay 
50382128,Comedy,Diary of a Mad Black Woman 
50300000,Action,A View to a Kill 
50213619,Comedy,Hot Tub Time Machine 
50189179,Action,The Tuxedo 
50173190,Drama,K-PAX 
50150619,Adventure,The Book of Life 
50129186,Action,Breakdown 
50041732,Horror,Stigmata 
50026353,Animation,Home on the Range 
50024083,Action,Under Siege 2: Dark Territory
50016394,Action,Last Action Hero 
50007168,Action,Absolute Power 
50003300,Drama,Little Women 
50000000,Drama,Fiddler on the Roof 
49994804,Biography,Evita 
49968653,Comedy,Serendipity 
49875589,Action,Red Tails 
49874933,Comedy,Pain & Gain 
49851591,Comedy,Legal Eagles 
49797148,Comedy,Major League 
49551662,Adventure,Australia 
49474048,Comedy,Old Dogs 
49392095,Adventure,Land of the Lost 
49369900,Fantasy,A Nightmare on Elm Street 4: The Dream Master
49186871,Adventure,Racing Stripes 
49185998,Drama,My Sister's Keeper 
49122319,Horror,The Possession 
49122319,Horror,The Possession 
49121934,Comedy,This Christmas 
49024969,Crime,Michael Clayton 
49002815,Comedy,Diary of a Wimpy Kid: Dog Days 
48814909,Biography,Men of Honor 
48745150,Crime,Firewall 
48637684,Comedy,About Last Night 
48546578,Comedy,Date Movie 
48472213,Action,Miss Congeniality 2: Armed and Fabulous
48430355,Comedy,The Dilemma 
48423368,Adventure,Return to Never Land 
48291624,Comedy,Just Like Heaven 
48265581,Drama,The Game 
48237389,Comedy,The House Bunny 
48169908,Biography,Malcolm X 
48154732,Action,G.I. Jane 
48114556,Comedy,Fat Albert 
48092846,Adventure,The Land Before Time 
48068396,Action,Speed 2: Cruise Control
48056940,Horror,Sinister 
48043505,Action,Kick-Ass 
48006503,Adventure,Nim's Island 
47952020,Action,The Huntsman: Winter's War 
47887943,Adventure,The Jungle Book 2
47860214,Horror,When a Stranger Calls 
47852604,Drama,Premonition 
47811275,Adventure,Big Fat Liar 
47811275,Adventure,Big Fat Liar 
47806295,Horror,The Skeleton Key 
47781388,Mystery,Secret Window 
47748610,Action,Alien: Resurrection 
47592825,Action,The Rundown 
47553512,Action,Into the Storm 
47536959,Drama,Precious 
47536959,Drama,Precious 
47474112,Action,Volcano 
47456450,Action,The Kingdom 
47396698,Action,Kingdom of Heaven 
47379090,Drama,Munich 
47375327,Action,Jupiter Ascending 
47307550,Crime,Savages 
47285499,Action,Agent Cody Banks 
47277326,Horror,Hostel 
47124400,Comedy,Nanny McPhee 
47105085,Crime,The Judge 
47095453,Comedy,Kate & Leopold 
47034272,Biography,Jersey Boys 
47000485,Action,Killers 
47000000,Horror,Halloween 
47000000,Horror,Halloween 
47000000,Horror,Halloween 
46982632,Adventure,Silent Hill 
46978995,Action,Warcraft 
46975183,Action,Shooter 
46875468,Action,Sicario 
46836394,Biography,Goodfellas 
46815748,Action,The River Wild 
46813366,Comedy,How to Be Single 
46800000,Action,The Spy Who Loved Me 
46729374,Comedy,"Dude, Where's My Car? "
46700000,Action,Firefox 
46611204,Comedy,Practical Magic 
46563158,Crime,Phone Booth 
46455802,Horror,Final Destination 2
46440491,Adventure,Arthur Christmas 
46377022,Comedy,The Best Exotic Marigold Hotel 
46363118,Drama,Boogeyman 
46338728,Drama,Romeo + Juliet 
46300000,Action,"It's a Mad, Mad, Mad, Mad World "
46280507,Comedy,Blended 
46012734,Comedy,Made of Honor 
45996718,Action,Gangster Squad 
45860039,Action,Walking Tall 
45857453,Comedy,The Full Monty 
45857453,Comedy,The Full Monty 
45856732,Crime,The Rainmaker 
45802315,Action,Underworld: Rise of the Lycans 
45670855,Horror,Saw 3D: The Final Chapter
45645204,Action,Black Rain 
45542421,Animation,The Tigger Movie 
45507053,Adventure,Moonrise Kingdom 
45506619,Adventure,"O Brother, Where Art Thou? "
45500797,Adventure,Medicine Man 
45489752,Comedy,In Good Company 
45434443,Action,The Man from U.N.C.L.E. 
45356386,Action,The Legend of Zorro 
45290318,Action,Here Comes the Boom 
45207112,Crime,Domestic Disturbance 
45162741,Comedy,Zoolander 
45089048,Drama,The Giver 
45063889,Drama,28 Days Later...
45045037,Comedy,Hall Pass 
44988180,Biography,Spotlight 
44983704,Crime,Frequency 
44886089,Crime,Cop Land 
44867349,Action,Cop Out 
44834712,Drama,The Juror 
44793200,Action,A Nightmare on Elm Street 3: Dream Warriors
44737059,Comedy,The Replacements 
44726644,Action,Young Guns 
44700000,Crime,Scarface 
44667095,Comedy,The Artist 
44665963,Comedy,The Internship 
44606335,Drama,Meet Joe Black 
44566004,Drama,Lost in Translation 
44540956,Comedy,Napoleon Dynamite 
44484065,Action,The Negotiator 
44469602,Biography,"McFarland, USA "
44456509,Comedy,Instructions Not Included 
44455658,Action,Nothing to Lose 
44450000,Action,Timecop 
44328238,Comedy,The Three Stooges 
44175394,Drama,Amistad 
44134898,Comedy,St. Vincent 
44087387,Comedy,The Sisterhood of the Traveling Pants 2
43984230,Biography,The Last Emperor 
43982842,Drama,The Lovely Bones 
43982842,Drama,The Lovely Bones 
43929341,Action,Speed Racer 
43905746,Action,The One 
43894863,Comedy,Must Love Dogs 
43853424,Biography,Soul Surfer 
43848100,Crime,Wall Street 
43818159,Horror,Prom Night 
43800000,Action,Diamonds Are Forever 
43792641,Comedy,License to Wed 
43771291,Mystery,The Gift 
43771291,Mystery,The Gift 
43650000,Crime,West Side Story 
43601508,Comedy,Under the Tuscan Sun 
43575716,Action,Cats & Dogs: The Revenge of Kitty Galore 
43568507,Action,Need for Speed 
43532294,Drama,We Are Marshall 
43490057,Comedy,Soul Food 
43426961,Action,Tears of the Sun 
43337279,Adventure,Year One 
43290977,Crime,Edge of Darkness 
43247140,Adventure,Everest 
43119879,Action,Star Trek: Nemesis 
43100000,Action,You Only Live Twice 
43097652,Comedy,No Reservations 
43095600,Action,Transporter 2
43060566,Action,Reign of Fire 
43022524,Comedy,Wag the Dog 
42919096,Action,Snitch 
42919096,Action,Snitch 
42877165,Action,The Devil's Own 
42776259,Adventure,Gulliver's Travels 
42700000,Drama,Sense and Sensibility 
42672630,Adventure,The Lizzie McGuire Movie 
42660000,Action,Teenage Mutant Ninja Turtles III 
42652003,Adventure,Max 
42643187,Biography,Glory Road 
42640890,Comedy,Because I Said So 
42638165,Drama,The Unborn 
42638165,Drama,The Unborn 
42615685,Comedy,A Million Ways to Die in the West 
42610000,Action,Beverly Hills Cop III 
42592530,Comedy,Krampus 
42575718,Horror,Final Destination 5
42478175,Drama,The Age of Adaline 
42438300,Biography,Casino 
42385520,Drama,Step Up 3D
42365600,Adventure,Time Bandits 
42345531,Action,Resident Evil: Retribution 
42335698,Comedy,Birdman or (The Unexpected Virtue of Ignorance) 
42272747,Drama,Lady in the Water 
42194060,Adventure,Planet 51
42168445,Comedy,"Welcome Home, Roscoe Jenkins "
42071069,Comedy,Fever Pitch 
42057340,Horror,Drag Me to Hell 
42044321,Comedy,Spanglish 
42043633,Fantasy,The Cabin in the Woods 
42019483,Drama,Dolphin Tale 2
41997790,Action,Riddick 
41954997,Biography,Donnie Brasco 
41895491,Comedy,The Fisher King 
41867960,Horror,Thir13en Ghosts
41814863,Horror,Exorcist: The Beginning 
41797066,Action,Aliens vs. Predator: Requiem 
41777564,Horror,The Hills Have Eyes 
41609593,Action,Ronin 
41597830,Drama,The Hours 
41573740,Horror,Orphan 
41543207,Crime,High Crimes 
41523271,Comedy,Bandits 
41482207,Comedy,Gremlins 2: The New Batch
41407470,Comedy,Secondhand Lions 
41400000,Western,Pale Rider 
41382841,Comedy,Peggy Sue Got Married 
41300105,Drama,Gosford Park 
41256277,Action,The Peacemaker 
41252428,Comedy,The Mirror Has Two Faces 
41227069,Drama,A Walk to Remember 
41102171,Comedy,What to Expect When You're Expecting 
41067398,Action,Money Talks 
41008532,Crime,Money Monster 
40990055,Drama,The Last Exorcism 
40983001,Crime,End of Watch 
40962534,Drama,The Ides of March 
40932372,Action,The Siege 
40911830,Action,Windtalkers 
40905277,Crime,Out of Time 
40846082,Horror,House on Haunted Hill 
40687294,Action,Max Payne 
40566655,Comedy,About a Boy 
40559930,Comedy,Duplicity 
40485039,Adventure,Bill & Ted's Excellent Adventure 
40363530,Comedy,The Master of Disguise 
40334024,Comedy,Heartbreakers 
40270895,Drama,I Am Sam 
40247512,Action,Hanna 
40219708,Drama,Hardball 
40218903,Drama,There Will Be Blood 
40203020,Comedy,Bridget Jones: The Edge of Reason 
40198710,Action,Catwoman 
40168080,Action,Legion 
40158000,Drama,The Piano 
40137776,Comedy,Stranger Than Fiction 
40118420,Drama,Blue Crush 
40076438,Action,Righteous Kill 
40066497,Drama,You Got Served 
40064955,Horror,The Faculty 
40048332,Action,Collateral Damage 
40041683,Comedy,A Haunted House 
39989008,Horror,I Still Know What You Did Last Summer 
39880476,Adventure,The Wild Thornberrys Movie 
39825798,Drama,The Illusionist 
39825798,Drama,The Illusionist 
39800000,Comedy,Caddyshack 
39778599,Adventure,The Beach 
39737645,Adventure,Epic Movie 
39692139,Comedy,The Ladykillers 
39687528,Action,Hitman 
39647595,Crime,Jackie Brown 
39568996,Horror,30 Days of Night
39552600,Adventure,Benji 
39532308,Action,Resident Evil 
39514713,Comedy,Hocus Pocus 
39511038,Horror,The Texas Chainsaw Massacre: The Beginning 
39462438,Drama,Crazy Heart 
39442871,Comedy,Little Nicky 
39440655,Drama,Burlesque 
39399750,Adventure,Rugrats Go Wild 
39380442,Action,Body of Lies 
39292022,Action,The Expendables 3
39263506,Crime,Lakeview Terrace 
39251128,Drama,Anna and the King 
39235088,Horror,Pitch Black 
39200000,Comedy,Annie Hall 
39177541,Action,The Adventures of Sharkboy and Lavagirl 3-D
39177215,Crime,Enough 
39143839,Horror,The Grudge 2
39103378,Horror,The Crazies 
39100956,Biography,What's Love Got to Do with It 
39026186,Comedy,Something Borrowed 
39025000,Crime,Dead Man Walking 
